sku,barcode,name,category_main,category_sub,cost,price_retail,price_credit,unit,source,date_bought
,8858201008309,เครื่องเย็บกระดาษM-tex NO.306C,,, 75.00 , 98.00 , 148.00 ,อัน,สมศรี,2 May 2568
,200073,เครื่องหมายลูกเสือ,,, 5.42 , 10.00 , 10.00 ,อัน,สมศรี,2 May 2568
,8851495008291,เชนไดร้ท์3 450มล.,,, 90.00 , 90.00 , 135.00 ,กระป๋อง,สมศรี,2 May 2568
,253,ถังน้ำมีก็อก18.9ล.,,, 115.00 , 150.00 , 180.00 ,ถัง,สมศรี,2 May 2568
,8859481416365,ถุงขยะดำ1กก.18*20,,, 45.00 , 45.00 , 60.00 ,แพค,สมศรี,2 May 2568
,8851818876507,น้ำยาถูพื้นมาจิคคลีนกลิ่นลิลลี่900 มล.,,, 65.00 , 65.00 , 90.00 ,ขวด,สมศรี,2 May 2568
,1023401,ผ้าพันคอลูกเสือขาวแถบน้ำเงิน,,, 21.67 , 35.00 , 35.00 ,ผืน,สมศรี,2 May 2568
,998845,ผ้าพันคอลูกเสือสามัญ/กลางสีส้มมีตรา,,, 21.67 , 35.00 , 35.00 ,ผืน,สมศรี,2 May 2568
,22440032,ผ้าพันคอลูกเสือสามัญ/เล็กสีส้มติดตรา,,, 20.83 , 32.00 , 32.00 ,ผืน,สมศรี,2 May 2568
,8833020012126,โฟมเม็ดสีNO.3,,, 15.83 , 25.00 , 25.00 ,ถุง,สมศรี,2 May 2568
,8833020007078,โฟมเม็ดสีNO.5,,, 15.83 , 25.00 , 25.00 ,ถุง,สมศรี,2 May 2568
,200090,ไม้ง่ามลูกเสือ+เนตรนารี,,, 25.00 , 40.00 , 45.00 ,อัน,สมศรี,2 May 2568
,88502640,ไม้ม็อบฟองน้ำถูพื้น27ซม. KT-2648,,, 90.00 , 117.00 , 150.00 ,อัน,สมศรี,2 May 2568
,6891217151654,ลูกแบตBADMINTON,,, 15.00 , 20.00 , 25.00 ,ลูก,สมศรี,2 May 2568
,8858729209257,ลูกแบตมินตั้น ตราม้า(ราคาใหม่),,, 30.00 , 40.00 , 50.00 ,ลูก,สมศรี,2 May 2568
,8851552108612,ลูกแม็กแท้ Max No.10,,, 8.75 , 12.00 , 15.00 ,กล่อง,สมศรี,2 May 2568
,8852814000316,ลูกเหม็น10-,,, 7.92 , 15.00 , 15.00 ,ถุง,สมศรี,2 May 2568
,200059,หมวกเปเล่สีเขียว,,, 41.67 , 60.00 , 75.00 ,,สมศรี,2 May 2568
,200056,หมวกลูกเสือสำรอง,,, 27.50 , 43.00 , 43.00 ,,สมศรี,2 May 2568
,8858741716559,กระดาษการ์ดขาว AA 150g 50 แผ่น,,, 30.00 , 48.00 , 55.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8851960005107,กระดาษการ์ดขาว AA 180g 50 แผ่น,,, 50.00 , 75.00 , 95.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8858702081399,กระดาษโฟโต้ Chic 120g 100 แผ่น,,, 95.00 , 155.00 , 155.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8858702012904,กระดาษโฟโต้ Chic 180g 100 แผ่น,,, 135.00 , 205.00 , 205.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8850774130043,กระดาษห่อของขวัญ คละลาย,,, 1.75 , 3.00 , 3.00 ,แผ่น,กบ กิ๊ฟช็อป,3 May 2568
,7000004559361,กาวแท่งใสเล็ก 6 แท่ง 9016-69,,, 7.92 , 12.00 , 12.00 ,แพค,กบ กิ๊ฟช็อป,3 May 2568
,7000004333954,เข็มติดหน้าอก เสือเอก,,, 4.75 , 15.00 , 15.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,5000000118274,เข็มหน้าเสือ 2 ขา (ติดดอกจันทน์),,, 5.00 , 12.00 , 12.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,7000004337372,เข็มหน้าอก สามัญใหญ่ (แพค 50),,, 5.60 , 10.00 , 10.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,8857123720337,จานกระดาษ 6 นิ้ว,,, 22.00 , 35.00 , 35.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8857123720344,จานกระดาษ 7 นิ้ว (แพค 50 ชิ้น),,, 28.00 , 45.00 , 45.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,8857121561468,จานกระดาษ การ์ตูน 10 ชิ้น 9 นิ้ว,,, 14.00 , 25.00 , 25.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,5000000173938,ฉัตรกะไหล่ 5 ชิ้น,,, 130.00 , 195.00 , 230.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,5000000033430,เชือกลูกเสือ แดง ขนาดมาตรฐาน,,, 7.33 , 15.00 , 15.00 ,เส้น,กบ กิ๊ฟช็อป,3 May 2568
,7000004406641,ดอกจันทน์ติดหมวก,,, 1.50 , 5.00 , 5.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,6891217154457,เทียนตั้งโต๊ะแบบใส่ถ่าน คู่ สีขาว,,, 85.00 , 130.00 , 120.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,6891217154440,เทียนตั้งโต๊ะแบบใส่ถ่าน คู่ สีเหลือง,,, 85.00 , 130.00 , 120.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,700004327052,ใบประกาศ A4 ปั้มทอง 50 แผ่น,,, 130.00 , 195.00 , 195.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,7000004278088,ใบประกาศ B5 ปั้มทอง 50 แผ่น,,, 120.00 , 180.00 , 195.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,5000000213139,ป้ายอะคริลิค 10x15 cm,,, 12.00 , 20.00 , 20.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,7000004277760,พู่ 1 ชั้น เลือดหมู/เขียว/แดงสด,,, 8.33 , 15.00 , 15.00 ,คู่,กบ กิ๊ฟช็อป,3 May 2568
,8853406021115,ลูกโป่งกลมมุก 10 นิ้ว 60 ชิ้น,,, 80.00 , 120.00 , 120.00 ,ถุง,กบ กิ๊ฟช็อป,3 May 2568
,5000000263981,วอกเกิ้ล ลส สำรอง (B),,, 2.20 , 10.00 , 9.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,5000000039388,วอกเกิ้ลเหรียญ เนตรนารี,,, 4.50 , 10.00 , 15.00 ,อัน,กบ กิ๊ฟช็อป,3 May 2568
,8852104985211,สติกเกอร์ PVC A4 ใสหลังเหลือง,,, 2.20 , 10.00 , 7.00 ,แผ่น,กบ กิ๊ฟช็อป,3 May 2568
,8851907258788,สติกเกอร์ PVC ใส เอลเฟ่น หลังเหลือง A4,,, 9.58 , 15.00 , 17.00 ,แผ่น,กบ กิ๊ฟช็อป,3 May 2568
,8852104985213,สติกเกอร์ขาวมัน SSB A4 (แพค 50),,, 85.00 , 150.00 , 150.00 ,ห่อ,กบ กิ๊ฟช็อป,3 May 2568
,7000004506143,สมุด สพฐ. 9/40 เส้นกราฟ (SSB) (แพค 24),,, 5.83 , 10.00 , 10.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8852317090524,สมุด สพฐ. 9/40 เส้นครึ่ง MN (แพค 24),,, 5.75 , 10.00 , 10.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8859729210014,สมุด สพฐ. 9/40 เส้นเดี่ยว (SJ),,, 5.83 , 10.00 , 10.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8852317090937,สมุด สพฐ. 9/80 เส้นครึ่ง MN,,, 11.50 , 20.00 , 20.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8852317090579,สมุด สพฐ. 9/80 เส้นเดี่ยว MN,,, 11.50 , 20.00 , 20.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8854238031051,สมุดบัญชีปกน้ำเงิน 2A-CK สันเหลือง,,, 16.33 , 28.00 , 28.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8851457006266,สมุดบันทึก DP902 เล็ก,,, 36.67 , 55.00 , 62.00 ,เล่ม,กบ กิ๊ฟช็อป,3 May 2568
,8858702089487,สไมล์หมึกเติม Brother Black 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089494,สไมล์หมึกเติม Brother Cyan 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089500,สไมล์หมึกเติม Brother Magenta 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089517,สไมล์หมึกเติม Brother Yellow 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,,สไมล์หมึกเติม Canon Black 100 ml,,, 40.00 , 60.00 , 60.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089357,สไมล์หมึกเติม Canon Cyan 100 ml,,, 40.00 , 60.00 , 60.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089364,สไมล์หมึกเติม Canon Magenta 100 ml,,, 40.00 , 60.00 , 60.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089371,สไมล์หมึกเติม Canon Yellow 100 ml,,, 40.00 , 60.00 , 60.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089425,สไมล์หมึกเติม Epson Black 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089432,สไมล์หมึกเติม Epson Cyan 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089449,สไมล์หมึกเติม Epson Magenta 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089456,สไมล์หมึกเติม Epson Yellow 100 ml,,, 38.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089388,สไมล์หมึกเติม HP Black 100 ml,,, 40.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089395,สไมล์หมึกเติม HP Cyan 100 ml,,, 40.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089401,สไมล์หมึกเติม HP Magenta 100 ml,,, 40.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8858702089418,สไมล์หมึกเติม HP Yellow 100 ml,,, 40.00 , 65.00 , 65.00 ,ขวด,กบ กิ๊ฟช็อป,3 May 2568
,8851907158033,เอลเฟ่นปืนยิงบอร์ดพลาสติก รุ่น ทีพี 8 เอส,,, 329.00 , 350.00 , 550.00 ,อัน,ดี.เอช.เอ,5 May 2568
,8858729223055,เครื่องยิงบอร์ด ตราม้า H-8H ,,, 278.00 , 360.00 , 470.00 ,อัน,บริษัทนานมี,7 May 2568
,16010001,มีดปอกผลไม้ ธรรมดา,,, 35.00 ,,,เล่ม,ปลีก,7 May 2568
,16020001,มีดสองคม ธรรมดา,,, 35.00 ,,,เล่ม,ปลีก,7 May 2568
,15010002,ไม้กวาดดอกหญ้า ด้ามพลาสติก,,, 20.00 ,,,ด้าม,ปลีก,7 May 2568
,15010001,ไม้กวาดดอกหญ้า ด้ามไม้ อย่างดี,,, 40.00 ,,,ด้าม,ปลีก,7 May 2568
,15020001,ไม้กวาดทางมะพร้าว ยาว,,, 20.00 ,,,ด้าม,ปลีก,7 May 2568
,15020002,ไม้กวาดทางมะพร้าว สั้น,,, 20.00 ,,,ด้าม,ปลีก,7 May 2568
,8014020001,ถ้วยรางวัลพลาสติก 2 เสา A,,, 650.00 ," 1,050.00 "," 1,250.00 ",อัน,มัยลาภ,7 May 2568
,8014020003,ถ้วยรางวัลพลาสติก 2 เสา C,,, 450.00 , 850.00 , 850.00 ,อัน,มัยลาภ,7 May 2568
,8014030001,ถ้วยรางวัลพลาสติก 4 เสา A,,, 850.00 ," 1,280.00 "," 1,550.00 ",อัน,มัยลาภ,7 May 2568
,8014010001,ถ้วยรางวัลพลาสติก A,,, 370.00 , 550.00 , 650.00 ,อัน,มัยลาภ,7 May 2568
,8014010002,ถ้วยรางวัลพลาสติก B,,, 300.00 , 500.00 , 600.00 ,อัน,มัยลาภ,7 May 2568
,8014010003,ถ้วยรางวัลพลาสติก C,,, 250.00 , 350.00 , 450.00 ,อัน,มัยลาภ,7 May 2568
,8014010004,ถ้วยรางวัลพลาสติก D,,, 210.00 , 280.00 , 380.00 ,อัน,มัยลาภ,7 May 2568
,8014010005,ถ้วยรางวัลพลาสติก E,,, 180.00 , 280.00 , 305.00 ,อัน,มัยลาภ,7 May 2568
,8014011001,ถ้วยรางวัลพลาสติก มินิมอล A,,, 165.00 , 250.00 , 285.00 ,อัน,มัยลาภ,7 May 2568
,8851907104399,กระดาษ 100 ปอนด์ หยาบ 56x76cm,,, 14.17 , 20.00 , 20.00 ,แผ่น,สมศรี,8 May 2568
,2000130,กระดาษชาร์ท ขาวเทา 270G,,, 7.08 , 15.00 , 15.00 ,แผ่น,สมศรี,8 May 2568
,200044,กระดาษปกรายงานลายการ์ตูน,,, 1.00 , 5.00 , 5.00 ,แผ่น,สมศรี,8 May 2568
,8851419007713,กระดาษรายงานปกการ์ตูน,,, 1.10 , 5.00 , 5.00 ,แผ่น,สมศรี,8 May 2568
,8859830627701,กากเพชรรูปดาว,,, 15.42 , 25.00 , 25.00 ,ขวด,สมศรี,8 May 2568
,200007,เข็มขัดลูกเสือฟองน้ำกลาง F-07,,, 20.83 , 35.00 , 35.00 ,เส้น,สมศรี,8 May 2568
,20002415,เข็มขัดลูกเสือฟองน้ำเล็ก F-08,,, 20.00 , 35.00 , 35.00 ,เส้น,สมศรี,8 May 2568
,8851907243524,ควอนตัม ปากกาดำ 007 HITZ 0.7mm,,, 3.20 , 5.00 , 5.00 ,ด้าม,สมศรี,8 May 2568
,6891217161127,เครื่องยิงบอร์ด ตราแรด,,, 120.00 , 165.00 , 240.00 ,อัน,สมศรี,8 May 2568
,8851991000003,ช้อนสั้น สแตนเลส ตราม้าลาย,,, 36.67 , 45.00 , 55.00 ,กล่อง,สมศรี,8 May 2568
,8888000000181,ชุดกระดาษปกรายงานแฟนซี,,, 15.83 , 20.00 , 25.00 ,แผ่น,สมศรี,8 May 2568
,6891217154280,ชุดกระถางธูปเทียนไฟฟ้า สีขาว,,, 95.00 , 139.00 , 155.00 ,กล่อง,สมศรี,8 May 2568
,6831217155133,ชุดกระถางธูปเทียนไฟฟ้า สีเหลือง,,, 95.00 , 139.00 , 155.00 ,กล่อง,สมศรี,8 May 2568
,8859830613001,ซองจดหมายสีชมพู TL-21300,,, 15.00 , 24.00 , 30.00 ,ซอง,สมศรี,8 May 2568
,8989100329138,ถาดเมลามีน 9.7 นิ้ว LH-291C,,, 16.67 , 35.00 , 35.00 ,ถาด,สมศรี,8 May 2568
,8851907072438,ไส้แฟ้มตราช้าง 11 รู A4 สีขุ่น (1x20),,, 15.00 , 25.00 , 25.00 ,ห่อ,กบ กิ๊ฟช็อป,20 April 2568
,115460,ป้ายห้อยบัตร 20,,, 12.50 , 20.00 , 25.00 ,อัน,สมศรี,8 May 2568
,8852317030278,ฟิวเจอร์บอร์ด A4 3 mm,,, 4.00 , 8.00 , 8.00 ,แผ่น,สมศรี,8 May 2568
,8851907289126,ไส้แฟ้มตราช้าง 11 รู A4 สีใส,,, 15.00 , 25.00 , 25.00 ,ห่อ,กบ กิ๊ฟช็อป,20 April 2568
,300,โฟมกากเพชรกาวหัวใจ,,, 15.00 , 25.00 , 25.00 ,อัน,สมศรี,8 May 2568
,200092,ไม้บรรทัดเหล็กสั้น 15 cm ,,, 7.08 , 15.00 , 15.00 ,อัน,สมศรี,8 May 2568
,8851504985154,SSB ลิ้นแฟ้มพลาสติก P50,,, 1.76 , 5.00 , 5.00 ,,อ.อัษฎางค์,20 April 2568
,8000001401,กรอบเกียรติบัตร กระจก อย่างดี,,, 75.00 , 100.00 ,,อัน,แก่นนรสิงห์,9 May 2568
,8859620727017,"ชุดแก้วกาแฟถาดสี่เหลี่ยม 10"" ขาว",,, 65.00 , 95.00 ,,ชุด,สายรุ้ง,9 May 2568
,8859812713002,โอเอซิส โฟมปักดอกไม้สด 22.5x10.5x7 cm,,, 14.00 , 25.00 ,,ก้อน,สายรุ้ง,9 May 2568
,400310001,กระดาษชาร์ท 79x110cm 110 แกรม เหลือง/เขียว,,, 8.90 , 15.00 , 15.00 ,แผ่น,ก้องวิทยา,10 May 2568
,8852148015321,กระดาษโฟโต้อิ้งค์เจ็ทผิวมันเงา 150gA4 50 แผ่น แก้วมังกร,,, 129.00 , 129.00 , 135.00 ,ห่อ,Officemate,11 May 2568
,8852148015062,กระดาษโฟโต้อิ้งค์เจ็ทผิวมันเงา 180gA4 50 แผ่น พริกหวาน,,, 129.00 , 129.00 , 135.00 ,ห่อ,Officemate,11 May 2568
,8851907030537,ป้ายสติกเกอร์ แล็ป A10 25x50 มม. ตราช้าง,,, 39.00 , 39.00 , 45.00 ,ห่อ,Officemate,11 May 2568
,8851907030605,ป้ายสติกเกอร์ แล็ป A16 50x100 มม. ตราช้าง,,, 39.00 , 39.00 , 45.00 ,ห่อ,Officemate,11 May 2568
,8851907033088,ป้ายสติกเกอร์ แล็ป A17 80x105 mm ตราช้าง,,, 39.00 , 39.00 , 45.00 ,ห่อ,Officemate,11 May 2568
,8851907030476,ป้ายสติกเกอร์ แล็ป A5 13x38 มม. ตราช้าง,,, 39.00 , 39.00 , 45.00 ,ห่อ,Officemate,11 May 2568
,8851907115319,สติกเกอร์ LAB 27x38 mm. ตราช้าง SME-A8,,, 52.00 , 52.00 , 55.00 ,ห่อ,Officemate,11 May 2568
,8851433002299,เหล็กเสียบบิล ORCA 19 cm คละสี,,, -   , 20.00 ,,อัน,สมศรี,11 May 2568
,400030001,กระดาษชาร์ทอ่อน สี 55x80cm,,, 7.90 , 12.00 , 12.00 ,แผ่น,อุบลมาร์เก็ตติ้ง,11 May 2568
,3091001,"Banner tape เทปผ้า 1"" ดำ",,, 7.92 , 17.00 ,,ม้วน,บ.M&T,12 May 2568
,3091002,"Banner tape เทปผ้า 1"" เทา",,, 7.92 , 17.00 ,,ม้วน,บ.M&T,12 May 2568
,3092001,"Banner tape เทปผ้า 1.5"" ดำ",,, 11.88 , 22.00 ,,ม้วน,บ.M&T,12 May 2568
,3092002,"Banner tape เทปผ้า 1.5"" เทา",,, 11.88 , 22.00 ,,ม้วน,บ.M&T,12 May 2568
,3093001,"Banner tape เทปผ้า 2"" ดำ",,, 15.83 , 25.00 ,,ม้วน,บ.M&T,12 May 2568
,3093001,"Banner tape เทปผ้า 2"" เทา",,, 15.83 , 25.00 ,,ม้วน,บ.M&T,12 May 2568
,,ชุดทดสอบสารเสพติดเมทแอมเฟตามีนในปัสสาวะ Bioline Methamphetamine Card,,, 21.50 , 25.00 ,,ชุด,บ.ได้ทันกาล,12 May 2568
,619659182533,SANDISK 512GB OTG flashdrive TypeC USB3.2,,," 1,190.00 ",," 1,590.00 ",อัน,BananaIT,13 May 2568
,8857121430764,กระดาษการ์ดขาว 120g The Sun A4/100แผ่น,,, 85.00 , 105.00 ,,แพค,ส่องแสง,13 May 2568
,8857121431884,กระดาษการ์ดขาว 150g The Sun A4/100แผ่น,,, 95.00 , 115.00 ,,แพค,ส่องแสง,13 May 2568
,8857121430610,กระดาษการ์ดขาว 150g The Sun A4/50แผ่น,,, 50.00 , 65.00 ,,แพค,ส่องแสง,13 May 2568
,8857121431174,กระดาษการ์ดขาว 180g The Sun A4/100แผ่น,,, 115.00 , 145.00 ,,แพค,ส่องแสง,13 May 2568
,8857121430627,กระดาษการ์ดขาว 180g The Sun A4/50แผ่น,,, 60.00 , 75.00 ,,แพค,ส่องแสง,13 May 2568
,2000020061201,กระดาษแก้ว คละสี,,, 2.00 ,,,แผ่น,ส่องแสง,13 May 2568
,2000020125699,กระดาษตังโกเรียบ คละสี,,, 7.00 , 10.00 ,,แผ่น,ส่องแสง,13 May 2568
,360824,ช้อน+ส้อม ตราม้าลาย,,, 13.33 , 20.00 ,,คู่,ส่องแสง,13 May 2568
,8850950048841,ซองขาวพับ 4 9/100 ครุฑ 50 ซอง,,, 0.64 ,,,ซอง,ส่องแสง,13 May 2568
,16060001,ที่ตักผง ไทเกอร์ (พลาสติก 98-970),,, 47.00 , 50.00 ,,อัน,ส่องแสง,13 May 2568
,15060001,ที่ตักผงพลาสติก,,, 47.00 ,,,อัน,ส่องแสง,13 May 2568
,161100001,ผ้าขนหนู นาโน 15x30 cm ริ้วสีหวาน,,, 12.50 , 20.00 ,,ผืน,ส่องแสง,13 May 2568
,4711734120808,เอสดีไอ ลวดเย็บกระดาษ #1208,,, 45.00 , 60.00 ,,กล่อง,ส่องแสง,13 May 2568
,740617309928,F/D. 128 GB Kingston USB3.2,,, 250.00 , 350.00 , 390.00 ,อัน,แอดไวซ์/ขุขันธ์,13 May 2568
,6590247097,Mouse PAD แบบยาว NUBWO NP020 Red,,, 120.00 , 150.00 ,,แผ่น,แอดไวซ์/ขุขันธ์,13 May 2568
,6971859343539,Wireless Mouse&Keyboard LECOO KW202,,, 450.00 , 600.00 ,,ชุด,แอดไวซ์/ขุขันธ์,13 May 2568
,8801153989,Wireless OTP.Logitech M171D Grey/Black,,, 340.00 , 450.00 ,,อัน,แอดไวซ์/ขุขันธ์,13 May 2568
,8859206761800,สาย Lan CAT6 UTP Cable 10m LINK,,, 250.00 , 350.00 ,,ม้วน,แอดไวซ์/ขุขันธ์,13 May 2568
,,Deli PVC คั่นหน้า A104 5 สี,,, 27.00 ,,,ห่อ,ไทยรุ่ง,14 May 2568
,65016633,ทัพพี ตะหลิวด้าม,,, 20.00 , 20.00 ,,อัน,แม็กกี้,14 May 2568
,,Delta กระดาษวาดเขียน 100 ปอนด์ A4,,, 120.00 , 120.00 , 130.00 ,แพค,ส่องแสง,14 May 2568
,,สมุด สพฐ. 80-M2,,, 13.33 ,,,เล่ม,ส่องแสง,14 May 2568
,,สมุด สพฐ. ครึ่งบรรทัด 80-M4 Nuvo,,, 16.67 ,,,เล่ม,ส่องแสง,14 May 2568
,,สมุด สพฐ. บรรทัด 5 เส้น 80-M8,,, 13.33 ,,,เล่ม,ส่องแสง,14 May 2568
,,สมุด สพฐ. เส้นกราฟ MG599 60/40,,, 2.29 ,,,เล่ม,ส่องแสง,14 May 2568
,,สีน้ำ 12 สี ซากุระ EMW-12,,, 169.00 ,,,กล่อง,แสงเพชร,14 May 2568
,8859608306142,ไส้ไก่ 6-60 มิล SSW-08B ดำ 10 เมตร,,, 58.00 , 58.00 ,,อัน,หจก.สหพลัส274,14 May 2568
,,"กระดาษต่อเนื่อง 9x11"" 2 ชั้น",,, 808.00 ,,,ลัง,ไทยรุ่ง,15 May 2568
,8857123935038,สันรูด 10 มม. คละสีในโหล,,, 3.67 , 12.00 , 12.00 ,,อ.อัษฎางค์,20 April 2568
,8857123935014,สันรูด 5 มม. คละสี,,, 6.67 , 8.00 , 8.00 ,อัน,อ.อัษฎางค์,20 April 2568
,8851240216100,สันรูด KIKUSUI 10 มม. คละสี,,, 4.17 , 12.00 , 12.00 ,อัน,เจ๊ณีกรุ๊ป,24 April 2568
,8851240216056,สันรูด KIKUSUI 5 มม. คละสี,,, 2.50 , 6.00 , 6.00 ,อัน,เจ๊ณีกรุ๊ป,24 April 2568
,8851240216070,สันรูด KIKUSUI 7 มม. คละสี,,, 3.33 , 8.00 , 8.00 ,อัน,เจ๊ณีกรุ๊ป,24 April 2568
,1200100001,ธงกองลูกเสือ,,," 1,176.00 ",," 2,200.00 ",ผืน,ไทยรุ่ง,15 May 2568
,8859599500505,ปกพลาสติกใส A4,,, 1.20 , 3.00 , 3.00 ,แผ่น,สมศรี,8 May 2568
,50003247,แฟ้มโฉนด,,, 12.50 , 20.00 , 25.00 ,แผ่น,สมศรี,8 May 2568
,800145,สติ๊กเกอร์ใสหลังเหลือง 53x70 cm,,, 15.00 , 20.00 , 25.00 ,แผ่น,สมศรี,8 May 2568
,8851673307277,กระเป๋าแฟ้ม 8 ช่อง ลายการ์ตูน,,, 96.00 , 96.00 ,,อัน,ไทยรุ่ง,15 May 2568
,6940056195067,Wireless Keyboard E1050,,, 369.00 ,,,อัน,แอดไวซ์,15 May 2568
,8850801590833,Wireless Mouse M894,,, 119.00 , 159.00 , 890.00 ,อัน,แอดไวซ์,15 May 2568
,8859277911302,ข้าวสาร 5 stars Unicorn 30kg.,,," 1,100.00 "," 1,500.00 "," 1,950.00 ",กระสอบ,ปลีก,17 May 2568
,8851111611027,ไลฟ์รี ผ้าอ้อมผู้ใหญ่ เบอร์ L,,, 190.13 , 209.00 , 305.00 ,ห่อ,แม็กกี้ ไพรบึง,17 May 2568
,8851111611027,ไลฟ์รี ผ้าอ้อมผู้ใหญ่ เบอร์ L,,, 204.00 , 209.00 , 325.00 ,ห่อ,แม็กกี้ ไพรบึง,17 May 2568
,8851542053229,Lion ช้อน ส้อม 3 คู่,,, 16.67 , 35.00 ,,กล่อง,สมศรี,17 May 2568
,85023400281,Singto จานลึก 8 นิ้ว,,, 10.00 , 20.00 ,,ใบ,สมศรี,17 May 2568
,50234004808,Singto ชามใบบัว 8 นิ้ว,,, 10.00 , 20.00 ,,ใบ,สมศรี,17 May 2568
,8857121504779,กิ๊ฟหนีบรูปภาพ,,, 15.83 , 20.00 ,,อัน,สมศรี,17 May 2568
,8859423804120,ถ้วยเมลามีน 3.5 นิ้ว คละสี,,, 6.25 , 10.00 ,,ใบ,สมศรี,17 May 2568
,8859541004655,ผ้าขนหนูนาโน น้ำตาล,,, 15.00 , 20.00 ,,ผืน,สมศรี,17 May 2568
,77007,ผ้าขนหนูนาโน ลายการ์ตูน 15x30 cm,,, 12.50 , 20.00 ,,ผืน,สมศรี,17 May 2568
,6928851001028,ผ้าเช็ดหน้าขนหนู,,, 8.33 , 10.00 ,,ผืน,สมศรี,17 May 2568
,145004,หนีบกระโปรง,,, 5.83 , 10.00 ,,อัน,สมศรี,17 May 2568
,6928851001158,หนีบกระโปรงการ์ตูน,,, 6.25 , 10.00 ,,อัน,สมศรี,17 May 2568
,6930114569688,Kuromi ปากกาหมึกซึม คอแร้ง 0.38mm KT86235,,, 57.33 , 75.00 , 93.00 ,ด้าม,3PenG,18 May 2568
,8851111611027,ไลฟ์รี ผ้าอ้อมผู้ใหญ่ เบอร์ L,,, 209.00 , 209.00 , 325.00 ,ห่อ,CJ Mall,18 May 2568
,1019000001,ปากกาหมึกซึม หัวแร้ง 0.5mm ธรรมดา,,, 28.25 , 38.00 , 46.00 ,ด้าม,Maewtong,18 May 2568
,6954298811524,Jin Hao ปากกาหมึกซึม คอแร้ง พร้อมกล่อง 619 0.5mm,,, 117.50 , 165.00 , 195.00 ,กล่อง,UNISO.Shop,18 May 2568
,,ผ้าปูที่นอน 5 ฟุต ม่วง T5988,,, 299.00 , 299.00 ,,ชุด,ซุนเฮง,18 May 2568
,8859691916280,"MT หมอนหนุนสุขภาพเย็น 17x24"" ขาว",,, 89.00 ,,,ใบ,แมคโคร ศก.,18 May 2568
,8859557174892,โมเมนโต ผ้าขนหนู 15x30 cm น้ำเงิน,,, 49.00 ,,,ผืน,แมคโคร ศก.,18 May 2568
,8859557174908,โมเมนโต ผ้าขนหนู 15x30 cm น้ำตาล,,, 49.00 ,,,ผืน,แมคโคร ศก.,18 May 2568
